location_id,location_name,year_id,estimate_type,indicator_id,indicator_short,ihme_indicator_description,indicator_outline,indicator_unit,target_description,goal_description,scaled_value,scaled_lower,scaled_upper
35,Georgia,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,55.0,50.4,59.7
36,Kazakhstan,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,53.7,47.4,60.0
37,Kyrgyzstan,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,35.7,33.2,38.2
38,Mongolia,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,33.3,29.3,37.3
39,Tajikistan,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,22.4,18.3,26.4
40,Turkmenistan,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,30.6,26.6,34.5
41,Uzbekistan,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,37.1,31.8,41.9
43,Albania,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,53.8,48.6,58.9
44,Bosnia and Herzegovina,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,62.5,58.5,66.4
45,Bulgaria,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,68.7,66.3,71.0
46,Croatia,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,78.9,76.2,81.7
47,Czech Republic,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,98.0,95.6,100.0
48,Hungary,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,81.1,77.7,84.9
49,Macedonia,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,56.0,52.3,59.9
50,Montenegro,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,81.7,78.8,84.7
51,Poland,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,79.6,77.2,82.1
52,Romania,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,67.0,63.7,70.5
53,Serbia,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,75.6,72.0,79.2
54,Slovakia,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,76.9,73.0,81.0
55,Slovenia,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,97.9,95.5,100.0
57,Belarus,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,72.5,67.6,77.5
58,Estonia,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,99.4,96.8,100.0
